Player,Team,G,ReceivingTarget,ReceivingRec,ReceivingYard,ReceivingTD,RushingAtt,RushingYard,RushingTD,Home or Away,Opponent
Josh Gordon,Cleveland Browns,1,17,14,237,1,0,0,0,Away,Pittsburgh Steelers
Julian Edelman,New England Patriots,1,11,9,110,2,0,0,0,Away,Denver Broncos
Tiquan Underwood,Tampa Bay Buccaneers,1,5,3,108,2,0,0,0,Home,Detroit Lions
Anquan Boldin,San Francisco 49ers,1,6,5,94,2,0,0,0,Home,Washington Redskins
Mike Wallace,Miami Dolphins,1,10,5,127,1,0,0,0,Away,Carolina Panthers
Brandon Marshall,Chicago Bears,1,12,10,117,1,0,0,0,Home,St. Louis Rams
Larry Fitzgerald,Arizona Cardinals,1,11,5,52,2,1,4,0,Away,Indianapolis Colts
Justin Hunter,Tennessee Titans,1,6,6,109,1,0,0,0,Home,Oakland Raiders
Tavon Austin,St. Louis Rams,1,5,2,39,0,1,65,1,Away,Chicago Bears
Jacoby Jones,Baltimore Ravens,1,6,4,103,1,0,0,0,Away,New York Jets
Kendall Wright,Tennessee Titans,1,7,6,103,1,0,0,0,Home,Oakland Raiders
Donnie Avery,Kansas City Chiefs,1,5,4,91,1,0,0,0,Away,San Diego Chargers
Antonio Brown,Pittsburgh Steelers,1,10,6,92,1,1,-8,0,Home,Cleveland Browns
Nate Burleson,Detroit Lions,1,10,7,77,1,1,0,0,Away,Tampa Bay Buccaneers
Keenan Allen,San Diego Chargers,1,12,9,124,0,0,0,0,Home,Kansas City Chiefs
Jarrett Boykin,Green Bay Packers,1,10,5,60,1,0,0,0,Away,Minnesota Vikings
Calvin Johnson,Detroit Lions,1,14,7,115,0,0,0,0,Away,Tampa Bay Buccaneers
Emmanuel Sanders,Pittsburgh Steelers,1,7,6,52,1,0,0,0,Home,Cleveland Browns
Dwayne Bowe,Kansas City Chiefs,1,6,5,51,1,0,0,0,Away,San Diego Chargers
Michael Floyd,Arizona Cardinals,1,7,7,104,0,0,0,0,Away,Indianapolis Colts
Dez Bryant,Dallas Cowboys,1,16,9,102,0,0,0,0,Home,New York Giants
Demaryius Thomas,Denver Broncos,1,9,4,41,1,0,0,0,Home,New England Patriots
Rod Streater,Oakland Raiders,1,9,5,93,0,0,0,0,Away,Tennessee Titans
Eddie Royal,San Diego Chargers,1,4,4,87,0,0,0,0,Home,Kansas City Chiefs
Seyi Ajirotutu,San Diego Chargers,1,1,1,26,1,0,0,0,Home,Kansas City Chiefs
James Jones,Green Bay Packers,1,12,7,80,0,0,0,0,Away,Minnesota Vikings
Harry Douglas,Atlanta Falcons,1,11,9,79,0,0,0,0,Away,New Orleans Saints
Brian Hartline,Miami Dolphins,1,5,5,78,0,0,0,0,Away,Carolina Panthers
Torrey Smith,Baltimore Ravens,1,4,2,74,0,0,0,0,Away,New York Jets
Cecil Shorts,Jacksonville Jaguars,1,11,8,71,0,0,0,0,Home,Houston Texans
Steve Smith,Carolina Panthers,1,8,5,69,0,0,0,0,Home,Miami Dolphins
Darius Johnson,Atlanta Falcons,1,8,6,67,0,0,0,0,Away,New Orleans Saints
Louis Murphy,New York Giants,1,1,1,4,1,0,0,0,Away,Dallas Cowboys
Rueben Randle,New York Giants,1,7,3,64,0,0,0,0,Away,Dallas Cowboys
Vincent Jackson,Tampa Bay Buccaneers,1,3,2,61,0,0,0,0,Home,Detroit Lions
Ace Sanders,Jacksonville Jaguars,1,5,4,61,0,0,0,0,Home,Houston Texans
Earl Bennett,Chicago Bears,1,8,8,58,0,0,0,0,Home,St. Louis Rams
Jordy Nelson,Green Bay Packers,1,7,4,58,0,0,0,0,Away,Minnesota Vikings
Kenbrell Thompkins,New England Patriots,1,9,6,56,0,0,0,0,Away,Denver Broncos
Cordarrelle Patterson,Minnesota Vikings,1,11,8,54,0,0,0,0,Home,Green Bay Packers
Jerome Simpson,Minnesota Vikings,1,4,2,54,0,0,0,0,Home,Green Bay Packers
Pierre Garcon,Washington Redskins,1,11,8,48,0,0,0,0,Away,San Francisco 49ers
Greg Salas,New York Jets,1,3,2,48,0,0,0,0,Home,Baltimore Ravens
Kris Durham,Detroit Lions,1,6,3,46,0,0,0,0,Away,Tampa Bay Buccaneers
Alshon Jeffery,Chicago Bears,1,8,4,42,0,1,4,0,Home,St. Louis Rams
Mario Manningham,San Francisco 49ers,1,7,4,45,0,0,0,0,Home,Washington Redskins
Josh Morgan,Washington Redskins,1,6,5,45,0,0,0,0,Away,San Francisco 49ers
Nate Washington,Tennessee Titans,1,6,5,45,0,0,0,0,Home,Oakland Raiders
Andre Roberts,Arizona Cardinals,1,5,3,43,0,0,0,0,Away,Indianapolis Colts
Marques Colston,New Orleans Saints,1,6,4,40,0,0,0,0,Home,Atlanta Falcons
